nativity,doy,phenophase,Species
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,R. cathartica
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
invasive,263,Leaf_Observed,L. maackii
native,263,Leaf_Observed,R. allegheniensis
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,R. cathartica
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
invasive,270,Leaf_Observed,L. maackii
native,270,Leaf_Observed,R. allegheniensis
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,R. cathartica
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
invasive,277,Leaf_Observed,L. maackii
native,277,Leaf_Observed,R. allegheniensis
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,R. cathartica
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
invasive,291,Leaf_Observed,L. maackii
native,291,Leaf_Observed,R. allegheniensis
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,R. cathartica
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
invasive,298,Leaf_Observed,L. maackii
native,298,Leaf_Observed,R. allegheniensis
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,R. cathartica
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
invasive,305,Leaf_Observed,L. maackii
native,305,Leaf_Observed,R. allegheniensis
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,R. cathartica
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,312,Leaf_Observed,L. maackii
invasive,159,Fruit_Observed,L. maackii
native,159,Fruit_Observed,R. allegheniensis
native,163,Fruit_Observed,R. allegheniensis
invasive,171,Fruit_Observed,R. cathartica
invasive,171,Fruit_Observed,R. cathartica
invasive,171,Fruit_Observed,L. maackii
native,171,Fruit_Observed,R. allegheniensis
invasive,178,Fruit_Observed,R. cathartica
invasive,178,Fruit_Observed,R. cathartica
invasive,178,Fruit_Observed,L. maackii
native,178,Fruit_Observed,R. allegheniensis
invasive,186,Fruit_Observed,L. maackii
native,186,Fruit_Observed,R. allegheniensis
invasive,194,Fruit_Observed,R. cathartica
invasive,194,Fruit_Observed,L. maackii
native,194,Fruit_Observed,R. allegheniensis
invasive,199,Fruit_Observed,R. cathartica
invasive,199,Fruit_Observed,L. maackii
native,199,Fruit_Observed,R. allegheniensis
invasive,206,Fruit_Observed,R. cathartica
invasive,206,Fruit_Observed,L. maackii
native,206,Fruit_Observed,R. allegheniensis
invasive,213,Fruit_Observed,R. cathartica
invasive,213,Fruit_Observed,L. maackii
native,213,Fruit_Observed,R. allegheniensis
invasive,221,Fruit_Observed,R. cathartica
invasive,221,Fruit_Observed,L. maackii
native,221,Fruit_Observed,R. allegheniensis
invasive,227,Fruit_Observed,R. cathartica
invasive,227,Fruit_Observed,L. maackii
native,227,Fruit_Observed,R. allegheniensis
invasive,235,Fruit_Observed,R. cathartica
invasive,235,Fruit_Observed,R. cathartica
invasive,235,Fruit_Observed,L. maackii
native,235,Fruit_Observed,R. allegheniensis
invasive,235,Fruit_Observed,R. cathartica
invasive,235,Fruit_Observed,L. maackii
invasive,242,Fruit_Observed,R. cathartica
invasive,242,Fruit_Observed,L. maackii
invasive,249,Fruit_Observed,R. cathartica
invasive,249,Fruit_Observed,L. maackii
invasive,256,Fruit_Observed,R. cathartica
invasive,256,Fruit_Observed,L. maackii
invasive,263,Fruit_Observed,R. cathartica
invasive,263,Fruit_Observed,L. maackii
invasive,270,Fruit_Observed,L. maackii
invasive,277,Fruit_Observed,R. cathartica
invasive,277,Fruit_Observed,L. maackii
invasive,291,Fruit_Observed,L. maackii
invasive,298,Fruit_Observed,L. maackii
invasive,305,Fruit_Observed,L. maackii
invasive,312,Fruit_Observed,L. maackii
native,206,Ripe_Fruit_Observed,R. allegheniensis
native,213,Ripe_Fruit_Observed,R. allegheniensis
native,221,Ripe_Fruit_Observed,R. allegheniensis
native,227,Ripe_Fruit_Observed,R. allegheniensis
native,235,Ripe_Fruit_Observed,R. allegheniensis
invasive,235,Ripe_Fruit_Observed,R. cathartica
invasive,242,Ripe_Fruit_Observed,R. cathartica
invasive,256,Ripe_Fruit_Observed,R. cathartica
invasive,263,Ripe_Fruit_Observed,R. cathartica
invasive,270,Ripe_Fruit_Observed,L. maackii
invasive,277,Ripe_Fruit_Observed,R. cathartica
invasive,277,Ripe_Fruit_Observed,L. maackii
invasive,291,Ripe_Fruit_Observed,L. maackii
invasive,298,Ripe_Fruit_Observed,L. maackii
invasive,305,Ripe_Fruit_Observed,L. maackii
invasive,312,Ripe_Fruit_Observed,L. maackii
